review_id,restaurant_name,city,food_name,category,price,portion_size,rating_overall,rating_taste,rating_packaging,rating_delivery,review_text,image_name,sentiment_label
9821,Grill Master,Depok,Udon,Japanese,50538,Small,2,2,1,2.0,Kapok pesan di sini.,img_007.jpg,negative
3085,Grill Master,Solo,Udon,Japanese,47606,Large,1,2,2,1.0,Tidak sesuai ekspektasi.,img_007.jpg,negative
6279,Taco Fiesta,Bekasi,Milkshake,Beverage,97012,Large,5,4,4,5.0,Suka banget sama rasanya.,img_015.jpg,positive
4848,Curry Kingdom,Yogyakarta,Sate Ayam,Indonesian,92544,Small,4,5,4,5.0,Enak pol! Pengiriman juga cepat.,img_010.jpg,positive
7547,Dapur Nusantara,Surabaya,Rendang,Indonesian,42662,Small,1,1,2,1.0,Kapok pesan di sini.,img_008.jpg,negative
8612,Taco Fiesta,Depok,Brownies,Dessert,43972,Large,2,2,1,2.0,Packingnya berantakan dan rasanya aneh.,img_017.jpg,negative
9540,Bakso Legend,Yogyakarta,Ice Cream,Dessert,80798,Medium,5,4,5,5.0,"Mantap rasanya, packingnya rapi.",img_016.jpg,positive
3503,Grill Master,Bandung,Udon,Japanese,61049,Medium,5,5,4,4.0,Enak pol! Pengiriman juga cepat.,img_007.jpg,positive
7232,Kopi Santai,Jakarta,Ice Cream,Dessert,67125,Medium,2,1,2,1.0,Tidak sesuai ekspektasi.,img_016.jpg,negative
7624,Burger Hub,Bekasi,Sushi,Japanese,70515,Large,4,3,3,4.0,Lumayan lah untuk harga segitu.,img_006.jpg,neutral
8449,Grill Master,Depok,Bakso,Indonesian,80702,Medium,2,2,1,2.0,"Rasanya hambar banget, kecewa.",img_011.jpg,negative
2124,Dapur Nusantara,Jakarta,Biryani,Indian,97747,Small,4,4,4,4.0,Enak pol! Pengiriman juga cepat.,img_021.jpg,positive
5198,Kedai Soto Ibu Rina,Surabaya,Kopi Susu,Beverage,13365,Large,1,1,2,1.0,Kapok pesan di sini.,img_012.jpg,negative
7149,Sushi Mori,Yogyakarta,Es Teh,Beverage,15383,Large,3,3,4,3.0,Cukup oke tapi masih bisa ditingkatkan.,img_013.jpg,neutral
9289,Dapur Nusantara,Depok,Biryani,Indian,67080,Medium,1,2,2,2.0,Datangnya lama dan rasanya kurang enak.,img_021.jpg,negative
9817,Grill Master,Bekasi,Ice Cream,Dessert,41963,Large,4,3,3,4.0,Standar aja menurutku.,img_016.jpg,neutral
6511,Kopi Santai,Bekasi,Burger,Fast Food,46211,Small,5,5,5,5.0,Suka banget sama rasanya.,img_001.jpg,positive
4954,Ramen House,Bekasi,Matcha Latte,Beverage,39045,Small,4,4,3,3.0,Tidak buruk tapi tidak spesial juga.,img_014.jpg,neutral
7046,Grill Master,Depok,Ice Cream,Dessert,40217,Large,4,4,4,4.0,Tidak buruk tapi tidak spesial juga.,img_016.jpg,neutral
9779,Curry Kingdom,Yogyakarta,Sushi,Japanese,57301,Large,5,4,4,5.0,,img_006.jpg,positive
5494,Ramen House,Jakarta,Fried Chicken,Fast Food,47268,Medium,3,4,3,3.0,Cukup oke tapi masih bisa ditingkatkan.,img_002.jpg,neutral
1841,Sushi Mori,Bekasi,Nasi Goreng,Indonesian,49824,Small,4,4,4,4.0,Suka banget sama rasanya.,img_009.jpg,positive
7818,Ramen House,Yogyakarta,Dimsum,Chinese,91399,Medium,5,5,5,5.0,Suka banget sama rasanya.,img_020.jpg,positive
4404,Bakso Legend,Yogyakarta,Biryani,Indian,63545,Large,4,4,4,4.0,"Makanannya enak banget, bakal order lagi.",img_021.jpg,positive
4792,Taco Fiesta,Semarang,Sate Ayam,Indonesian,39466,Small,4,3,4,3.0,Cukup oke tapi masih bisa ditingkatkan.,img_010.jpg,neutral
2169,Bakso Legend,Surabaya,Fried Chicken,Fast Food,62757,Large,2,2,1,2.0,Tidak sesuai ekspektasi.,img_002.jpg,negative
2317,Grill Master,Jakarta,Dimsum,Chinese,86955,Large,5,4,4,4.0,Suka banget sama rasanya.,img_020.jpg,positive
5415,Burger Hub,Jakarta,Donat,Dessert,21959,Medium,4,4,3,4.0,Standar aja menurutku.,img_019.jpg,neutral
2713,Grill Master,Depok,Sushi,Japanese,43082,Large,5,4,5,4.0,"Mantap rasanya, packingnya rapi.",img_006.jpg,positive
9431,Grill Master,Bekasi,Burger,Fast Food,45003,Small,5,5,5,4.0,"Rasanya juara sih ini, recommended banget.",img_001.jpg,positive
8941,Kedai Soto Ibu Rina,Jakarta,Pizza,Fast Food,24871,Small,2,1,2,1.0,Datangnya lama dan rasanya kurang enak.,img_004.jpg,negative
9165,Grill Master,Semarang,Sate Ayam,Indonesian,88561,Medium,1,2,1,2.0,Datangnya lama dan rasanya kurang enak.,img_010.jpg,negative
5526,Ramen House,Depok,Matcha Latte,Beverage,80592,Medium,2,2,2,1.0,Packingnya berantakan dan rasanya aneh.,img_014.jpg,negative
7180,Curry Kingdom,Depok,Milkshake,Beverage,71993,Large,5,4,5,4.0,"Mantap rasanya, packingnya rapi.",img_015.jpg,positive
3492,Burger Hub,Jakarta,Ice Cream,Dessert,275578,Large,2,1,2,1.0,Kapok pesan di sini.,img_016.jpg,negative
3529,Bakso Legend,Bekasi,Hot Dog,Fast Food,92155,Medium,4,3,4,4.0,Tidak buruk tapi tidak spesial juga.,img_003.jpg,neutral
1588,Curry Kingdom,Bandung,Dimsum,Chinese,93066,Large,4,3,3,4.0,Rasanya biasa aja sih.,img_020.jpg,neutral
5906,Kopi Santai,Jakarta,Burger,Fast Food,64008,Small,5,5,4,4.0,Suka banget sama rasanya.,img_001.jpg,positive
2293,Kedai Soto Ibu Rina,Solo,Dimsum,Chinese,43466,Large,4,4,5,5.0,Enak pol! Pengiriman juga cepat.,img_020.jpg,positive
5712,Sushi Mori,Surabaya,Cheesecake,Dessert,36111,Medium,2,2,2,2.0,Tidak sesuai ekspektasi.,img_018.jpg,negative
7248,Kedai Soto Ibu Rina,Depok,Donat,Dessert,84177,Medium,2,1,2,2.0,"Rasanya hambar banget, kecewa.",img_019.jpg,negative
9138,Kedai Soto Ibu Rina,Yogyakarta,Sate Ayam,Indonesian,50492,Medium,4,5,4,4.0,"Makanannya enak banget, bakal order lagi.",img_010.jpg,positive
3153,Kopi Santai,Semarang,Hot Dog,Fast Food,43681,Large,4,4,5,5.0,"Rasanya juara sih ini, recommended banget.",img_003.jpg,positive
5835,Taco Fiesta,Bandung,Bakso,Indonesian,11824,Small,4,5,5,4.0,Enak pol! Pengiriman juga cepat.,img_011.jpg,positive
5295,Kopi Santai,Solo,Donat,Dessert,93283,Small,4,3,4,3.0,Rasanya biasa aja sih.,img_019.jpg,neutral
7689,Dapur Nusantara,Surabaya,Pizza,Fast Food,27781,Small,5,4,4,4.0,Suka banget sama rasanya.,img_004.jpg,positive
9850,Grill Master,Surabaya,Matcha Latte,Beverage,38477,Large,5,5,5,4.0,"Mantap rasanya, packingnya rapi.",img_014.jpg,positive
2627,Dapur Nusantara,Depok,Kopi Susu,Beverage,12799,Medium,4,5,4,4.0,Suka banget sama rasanya.,img_012.jpg,positive
4362,Kedai Soto Ibu Rina,Yogyakarta,Hot Dog,Fast Food,28964,Small,1,2,1,1.0,Tidak sesuai ekspektasi.,img_003.jpg,negative
2801,Dapur Nusantara,Surabaya,Burger,Fast Food,16868,Medium,1,2,1,1.0,Tidak sesuai ekspektasi.,img_001.jpg,negative
2041,Kopi Santai,Bekasi,Ice Cream,Dessert,94323,Large,4,3,3,4.0,Standar aja menurutku.,img_016.jpg,neutral
7580,Taco Fiesta,Bandung,Matcha Latte,Beverage,26540,Large,1,1,2,1.0,"Rasanya hambar banget, kecewa.",img_014.jpg,negative
6327,Taco Fiesta,Semarang,Es Teh,Beverage,39949,Large,3,3,3,4.0,Standar aja menurutku.,img_013.jpg,neutral
2557,Kopi Santai,Solo,Bakso,Indonesian,22219,Large,4,5,4,4.0,"Makanannya enak banget, bakal order lagi.",img_011.jpg,positive
3131,Kedai Soto Ibu Rina,Jakarta,Cheesecake,Dessert,47700,Large,3,4,4,4.0,Rasanya biasa aja sih.,img_018.jpg,neutral
4485,Curry Kingdom,Bekasi,Ramen,Japanese,83526,Small,5,4,5,4.0,Enak pol! Pengiriman juga cepat.,img_005.jpg,positive
1430,Dapur Nusantara,Semarang,Dimsum,Chinese,28776,Small,5,5,5,4.0,"Rasanya juara sih ini, recommended banget.",img_020.jpg,positive
1502,Grill Master,Yogyakarta,Hot Dog,Fast Food,88148,Medium,4,5,5,5.0,Suka banget sama rasanya.,img_003.jpg,positive
1815,Taco Fiesta,Semarang,Hot Dog,Fast Food,24918,Large,5,5,5,4.0,Suka banget sama rasanya.,img_003.jpg,positive
8972,Dapur Nusantara,Semarang,Brownies,Dessert,27987,Small,4,4,4,5.0,"Rasanya juara sih ini, recommended banget.",img_017.jpg,positive
9149,Burger Hub,Surabaya,Matcha Latte,Beverage,240822,Medium,3,4,3,4.0,Rasanya biasa aja sih.,img_014.jpg,neutral
7626,Bakso Legend,Solo,Biryani,Indian,67240,Small,5,4,5,5.0,"Makanannya enak banget, bakal order lagi.",img_021.jpg,positive
9584,Bakso Legend,Solo,Hot Dog,Fast Food,76840,Large,5,4,4,4.0,Suka banget sama rasanya.,img_003.jpg,positive
3419,Burger Hub,Bandung,Rendang,Indonesian,83889,Medium,4,4,4,5.0,Enak pol! Pengiriman juga cepat.,img_008.jpg,positive
6295,Burger Hub,Depok,Biryani,Indian,76497,Medium,5,5,5,4.0,"Mantap rasanya, packingnya rapi.",img_021.jpg,positive
7041,Sushi Mori,Bandung,Sate Ayam,Indonesian,95437,Large,4,4,3,4.0,Cukup oke tapi masih bisa ditingkatkan.,img_010.jpg,neutral
2013,Kopi Santai,Bandung,Milkshake,Beverage,78690,Large,4,4,4,5.0,Enak pol! Pengiriman juga cepat.,img_015.jpg,positive
5634,Kopi Santai,Solo,Es Teh,Beverage,98916,Large,4,3,4,3.0,Cukup oke tapi masih bisa ditingkatkan.,img_013.jpg,neutral
3463,Kedai Soto Ibu Rina,Bandung,Bakso,Indonesian,21104,Large,5,5,5,4.0,Suka banget sama rasanya.,img_011.jpg,positive
3093,Grill Master,Bandung,Brownies,Dessert,73736,Large,5,5,4,4.0,"Mantap rasanya, packingnya rapi.",img_017.jpg,positive
5846,Kopi Santai,Jakarta,Pizza,Fast Food,31697,Large,5,4,4,4.0,Suka banget sama rasanya.,img_004.jpg,positive
4891,Taco Fiesta,Semarang,Milkshake,Beverage,67749,Small,4,4,3,4.0,Cukup oke tapi masih bisa ditingkatkan.,img_015.jpg,neutral
9641,Curry Kingdom,Surabaya,Matcha Latte,Beverage,23446,Large,5,4,5,5.0,Suka banget sama rasanya.,img_014.jpg,positive
2374,Taco Fiesta,Semarang,Sushi,Japanese,13495,Large,5,4,4,5.0,"Mantap rasanya, packingnya rapi.",img_006.jpg,positive
7326,Curry Kingdom,Depok,Hot Dog,Fast Food,47601,Small,4,5,4,4.0,"Makanannya enak banget, bakal order lagi.",img_003.jpg,positive
8685,Sushi Mori,Jakarta,Milkshake,Beverage,49472,Small,4,5,4,5.0,"Rasanya juara sih ini, recommended banget.",img_015.jpg,positive
8489,Taco Fiesta,Bandung,Hot Dog,Fast Food,90584,Large,3,3,4,4.0,Rasanya biasa aja sih.,img_003.jpg,neutral
2402,Sushi Mori,Depok,Brownies,Dessert,58929,Large,3,4,4,3.0,,img_017.jpg,neutral
6649,Kedai Soto Ibu Rina,Bandung,Rendang,Indonesian,99742,Large,1,1,2,2.0,Datangnya lama dan rasanya kurang enak.,img_008.jpg,negative
3209,Dapur Nusantara,Bekasi,Hot Dog,Fast Food,62196,Medium,4,4,5,5.0,Suka banget sama rasanya.,img_003.jpg,positive
4131,Dapur Nusantara,Depok,Sate Ayam,Indonesian,60678,Large,4,5,5,5.0,Enak pol! Pengiriman juga cepat.,img_010.jpg,positive
7018,Sushi Mori,Semarang,Brownies,Dessert,20494,Large,5,4,5,5.0,"Makanannya enak banget, bakal order lagi.",img_017.jpg,positive
7981,Kopi Santai,Bekasi,Sushi,Japanese,97973,Medium,5,5,5,4.0,"Makanannya enak banget, bakal order lagi.",img_006.jpg,positive
3621,Kedai Soto Ibu Rina,Surabaya,Burger,Fast Food,57467,Large,1,1,1,1.0,Tidak sesuai ekspektasi.,img_001.jpg,negative
8371,Taco Fiesta,Depok,Kopi Susu,Beverage,24869,Small,4,4,4,4.0,Lumayan lah untuk harga segitu.,img_012.jpg,neutral
2929,Taco Fiesta,Semarang,Nasi Goreng,Indonesian,19706,Small,2,2,1,1.0,Datangnya lama dan rasanya kurang enak.,img_009.jpg,negative
2438,Sushi Mori,Depok,Bakso,Indonesian,39391,Large,4,3,3,4.0,Cukup oke tapi masih bisa ditingkatkan.,img_011.jpg,neutral
9094,Ramen House,Depok,Burger,Fast Food,72739,Large,4,4,4,5.0,Enak pol! Pengiriman juga cepat.,img_001.jpg,positive
2208,Sushi Mori,Depok,Ramen,Japanese,75911,Medium,5,4,4,4.0,Enak pol! Pengiriman juga cepat.,img_005.jpg,positive
3507,Burger Hub,Surabaya,Sate Ayam,Indonesian,35729,Medium,1,2,2,1.0,Tidak sesuai ekspektasi.,img_010.jpg,negative
5961,Ramen House,Bandung,Dimsum,Chinese,20646,Large,4,4,5,4.0,"Makanannya enak banget, bakal order lagi.",img_020.jpg,positive
4453,Kedai Soto Ibu Rina,Solo,Donat,Dessert,48985,Large,5,5,5,4.0,Enak pol! Pengiriman juga cepat.,img_019.jpg,positive
7809,Curry Kingdom,Bekasi,Ice Cream,Dessert,58567,Medium,4,4,4,4.0,Lumayan lah untuk harga segitu.,img_016.jpg,neutral
3007,Curry Kingdom,Bekasi,Nasi Goreng,Indonesian,52917,Small,5,5,5,4.0,"Rasanya juara sih ini, recommended banget.",img_009.jpg,positive
3610,Taco Fiesta,Bekasi,Ice Cream,Dessert,86460,Medium,4,5,5,4.0,"Rasanya juara sih ini, recommended banget.",img_016.jpg,positive
8710,Sushi Mori,Jakarta,Sate Ayam,Indonesian,62505,Medium,5,5,5,5.0,"Makanannya enak banget, bakal order lagi.",img_010.jpg,positive
5728,Ramen House,Solo,Hot Dog,Fast Food,58915,Medium,2,1,1,1.0,Packingnya berantakan dan rasanya aneh.,img_003.jpg,negative
3363,Ramen House,Solo,Udon,Japanese,89463,Small,4,5,5,5.0,"Rasanya juara sih ini, recommended banget.",img_007.jpg,positive
6218,Kedai Soto Ibu Rina,Solo,Sushi,Japanese,58281,Large,2,2,2,2.0,"Rasanya hambar banget, kecewa.",img_006.jpg,negative
6040,Kedai Soto Ibu Rina,Jakarta,Biryani,Indian,92447,Medium,4,4,5,4.0,Suka banget sama rasanya.,img_021.jpg,positive
4968,Curry Kingdom,Bandung,Fried Chicken,Fast Food,75774,Small,5,4,5,4.0,Enak pol! Pengiriman juga cepat.,img_002.jpg,positive
2020,Ramen House,Yogyakarta,Ramen,Japanese,79878,Medium,2,2,2,1.0,Packingnya berantakan dan rasanya aneh.,img_005.jpg,negative
5331,Curry Kingdom,Bekasi,Dimsum,Chinese,74094,Small,5,4,5,5.0,"Rasanya juara sih ini, recommended banget.",img_020.jpg,positive
5480,Kedai Soto Ibu Rina,Bandung,Sate Ayam,Indonesian,47700,Large,4,4,3,4.0,Rasanya biasa aja sih.,img_010.jpg,neutral
5201,Curry Kingdom,Yogyakarta,Ice Cream,Dessert,16653,Large,5,4,4,4.0,"Rasanya juara sih ini, recommended banget.",img_016.jpg,positive
1860,Kopi Santai,Solo,Pizza,Fast Food,72580,Large,4,4,4,5.0,Enak pol! Pengiriman juga cepat.,img_004.jpg,positive
5676,Sushi Mori,Jakarta,Biryani,Indian,62034,Large,3,3,4,3.0,Rasanya biasa aja sih.,img_021.jpg,neutral
5742,Bakso Legend,Jakarta,Fried Chicken,Fast Food,76088,Large,4,4,4,4.0,Lumayan lah untuk harga segitu.,img_002.jpg,neutral
3662,Burger Hub,Semarang,Milkshake,Beverage,77538,Small,2,1,1,2.0,Packingnya berantakan dan rasanya aneh.,img_015.jpg,negative
3303,Curry Kingdom,Depok,Ice Cream,Dessert,86344,Small,4,5,5,5.0,,img_016.jpg,positive
4871,Taco Fiesta,Bandung,Fried Chicken,Fast Food,38947,Medium,5,4,5,5.0,Suka banget sama rasanya.,img_002.jpg,positive
7121,Ramen House,Bekasi,Matcha Latte,Beverage,83946,Large,1,1,2,2.0,"Rasanya hambar banget, kecewa.",img_014.jpg,negative
4312,Burger Hub,Surabaya,Donat,Dessert,76895,Medium,2,1,1,2.0,"Rasanya hambar banget, kecewa.",img_019.jpg,negative
7806,Ramen House,Jakarta,Milkshake,Beverage,38560,Medium,4,3,4,4.0,Rasanya biasa aja sih.,img_015.jpg,neutral
2044,Sushi Mori,Jakarta,Cheesecake,Dessert,60132,Medium,5,4,4,5.0,"Mantap rasanya, packingnya rapi.",img_018.jpg,positive
2314,Kopi Santai,Surabaya,Cheesecake,Dessert,49107,Small,5,4,4,4.0,"Makanannya enak banget, bakal order lagi.",img_018.jpg,positive
7214,Taco Fiesta,Yogyakarta,Rendang,Indonesian,12050,Medium,4,4,4,5.0,Suka banget sama rasanya.,img_008.jpg,positive
8314,Curry Kingdom,Jakarta,Dimsum,Chinese,76046,Large,5,4,4,4.0,"Rasanya juara sih ini, recommended banget.",img_020.jpg,positive
6224,Curry Kingdom,Depok,Donat,Dessert,82970,Medium,1,2,2,2.0,"Rasanya hambar banget, kecewa.",img_019.jpg,negative
7999,Dapur Nusantara,Bekasi,Cheesecake,Dessert,49306,Medium,2,2,2,2.0,Datangnya lama dan rasanya kurang enak.,img_018.jpg,negative
4692,Taco Fiesta,Surabaya,Sate Ayam,Indonesian,36651,Small,4,3,4,3.0,Tidak buruk tapi tidak spesial juga.,img_010.jpg,neutral
7079,Dapur Nusantara,Yogyakarta,Hot Dog,Fast Food,37379,Medium,4,4,4,4.0,Enak pol! Pengiriman juga cepat.,img_003.jpg,positive
1251,Sushi Mori,Yogyakarta,Udon,Japanese,82362,Large,2,1,1,2.0,Datangnya lama dan rasanya kurang enak.,img_007.jpg,negative
6886,Kopi Santai,Semarang,Sate Ayam,Indonesian,58589,Large,2,1,2,2.0,Datangnya lama dan rasanya kurang enak.,img_010.jpg,negative
3390,Ramen House,Semarang,Burger,Fast Food,40149,Large,4,4,3,3.0,Tidak buruk tapi tidak spesial juga.,img_001.jpg,neutral
6530,Taco Fiesta,Bekasi,Nasi Goreng,Indonesian,81058,Medium,5,4,4,5.0,"Rasanya juara sih ini, recommended banget.",img_009.jpg,positive
2217,Grill Master,Jakarta,Fried Chicken,Fast Food,76287,Small,1,1,1,1.0,Datangnya lama dan rasanya kurang enak.,img_002.jpg,negative
8916,Dapur Nusantara,Jakarta,Ice Cream,Dessert,75826,Large,3,3,4,4.0,Rasanya biasa aja sih.,img_016.jpg,neutral
3937,Ramen House,Bandung,Pizza,Fast Food,58896,Small,5,5,5,5.0,"Makanannya enak banget, bakal order lagi.",img_004.jpg,positive
4700,Dapur Nusantara,Bandung,Sate Ayam,Indonesian,20837,Small,5,5,4,4.0,"Rasanya juara sih ini, recommended banget.",img_010.jpg,positive
2562,Curry Kingdom,Jakarta,Brownies,Dessert,81176,Small,2,2,1,1.0,Tidak sesuai ekspektasi.,img_017.jpg,negative
6152,Kedai Soto Ibu Rina,Yogyakarta,Burger,Fast Food,41519,Small,2,1,2,1.0,Kapok pesan di sini.,img_001.jpg,negative
9856,Burger Hub,Solo,Bakso,Indonesian,19963,Large,2,1,1,2.0,Datangnya lama dan rasanya kurang enak.,img_011.jpg,negative
7499,Bakso Legend,Jakarta,Bakso,Indonesian,96595,Medium,5,5,5,4.0,Suka banget sama rasanya.,img_011.jpg,positive
5037,Bakso Legend,Bandung,Hot Dog,Fast Food,361620,Small,4,5,5,5.0,"Makanannya enak banget, bakal order lagi.",img_003.jpg,positive
2674,Burger Hub,Bandung,Ramen,Japanese,82642,Medium,5,4,4,4.0,"Mantap rasanya, packingnya rapi.",img_005.jpg,positive
7311,Grill Master,Semarang,Burger,Fast Food,45247,Medium,1,1,2,1.0,Datangnya lama dan rasanya kurang enak.,img_001.jpg,negative
8121,Bakso Legend,Solo,Nasi Goreng,Indonesian,90828,Medium,2,2,1,2.0,Kapok pesan di sini.,img_009.jpg,negative
7483,Kopi Santai,Solo,Bakso,Indonesian,51180,Medium,4,5,5,4.0,Enak pol! Pengiriman juga cepat.,img_011.jpg,positive
9044,Kopi Santai,Yogyakarta,Donat,Dessert,81516,Medium,5,5,4,4.0,Suka banget sama rasanya.,img_019.jpg,positive
8563,Bakso Legend,Bekasi,Udon,Japanese,43119,Large,5,5,4,5.0,"Rasanya juara sih ini, recommended banget.",img_007.jpg,positive
2211,Kedai Soto Ibu Rina,Bekasi,Milkshake,Beverage,42536,Medium,4,3,4,3.0,Rasanya biasa aja sih.,img_015.jpg,neutral
1725,Kopi Santai,Solo,Donat,Dessert,59036,Medium,4,5,4,4.0,Enak pol! Pengiriman juga cepat.,img_019.jpg,positive
9199,Dapur Nusantara,Depok,Ramen,Japanese,50880,Medium,5,4,4,4.0,"Mantap rasanya, packingnya rapi.",img_005.jpg,positive
6706,Taco Fiesta,Bandung,Ice Cream,Dessert,12960,Large,4,3,4,3.0,Rasanya biasa aja sih.,img_016.jpg,neutral
3692,Ramen House,Surabaya,Rendang,Indonesian,34430,Small,5,5,4,5.0,"Rasanya juara sih ini, recommended banget.",img_008.jpg,positive
4232,Grill Master,Solo,Milkshake,Beverage,34505,Small,1,2,1,1.0,Kapok pesan di sini.,img_015.jpg,negative
9019,Kedai Soto Ibu Rina,Depok,Brownies,Dessert,32613,Medium,3,4,4,4.0,Cukup oke tapi masih bisa ditingkatkan.,img_017.jpg,neutral
2388,Sushi Mori,Depok,Ramen,Japanese,88174,Small,4,5,4,5.0,Enak pol! Pengiriman juga cepat.,img_005.jpg,positive
9804,Ramen House,Surabaya,Biryani,Indian,17026,Small,4,4,5,5.0,Suka banget sama rasanya.,img_021.jpg,positive
4196,Grill Master,Bekasi,Es Teh,Beverage,14044,Large,5,5,4,4.0,Suka banget sama rasanya.,img_013.jpg,positive
4683,Burger Hub,Semarang,Cheesecake,Dessert,58085,Medium,4,3,3,4.0,Cukup oke tapi masih bisa ditingkatkan.,img_018.jpg,neutral
8231,Grill Master,Yogyakarta,Cheesecake,Dessert,55688,Small,1,2,1,2.0,Tidak sesuai ekspektasi.,img_018.jpg,negative
2923,Kedai Soto Ibu Rina,Yogyakarta,Rendang,Indonesian,17780,Large,5,4,4,4.0,"Rasanya juara sih ini, recommended banget.",img_008.jpg,positive
3758,Bakso Legend,Semarang,Bakso,Indonesian,95969,Large,4,4,5,4.0,"Mantap rasanya, packingnya rapi.",img_011.jpg,positive
6277,Taco Fiesta,Solo,Rendang,Indonesian,93050,Small,4,4,4,4.0,Rasanya biasa aja sih.,img_008.jpg,neutral
5558,Taco Fiesta,Bekasi,Kopi Susu,Beverage,62129,Medium,3,4,4,3.0,Cukup oke tapi masih bisa ditingkatkan.,img_012.jpg,neutral
5399,Kopi Santai,Semarang,Bakso,Indonesian,92074,Large,4,4,3,3.0,Rasanya biasa aja sih.,img_011.jpg,neutral
3588,Dapur Nusantara,Bekasi,Milkshake,Beverage,95798,Medium,4,5,4,5.0,"Makanannya enak banget, bakal order lagi.",img_015.jpg,positive
3711,Bakso Legend,Solo,Fried Chicken,Fast Food,37973,Large,3,4,3,3.0,Rasanya biasa aja sih.,img_002.jpg,neutral
8291,Kopi Santai,Jakarta,Burger,Fast Food,60209,Small,2,1,2,1.0,Datangnya lama dan rasanya kurang enak.,img_001.jpg,negative
7022,Grill Master,Surabaya,Sate Ayam,Indonesian,56030,Small,3,3,3,3.0,Standar aja menurutku.,img_010.jpg,neutral
